x y
1085.6699349289165 605.1925709555688
1206.6278338480988 1401.0257973433536
1103.4652687481607 597.7107118133447
110.80620347227712 183.7669013944722
1198.606404124923 1404.2137728871594
103.61307546234477 210.69853449793578
386.65552030062497 1514.7278902318044
500.68090356827645 1107.7670744679347
214.2332006759636 904.3466709688719
815.5205453053818 493.22930665334434
698.7202330808283 1007.0486407569883
1413.9132061178411 794.8750885542787
499.49810997790684 1095.4065836590955
1082.2385168481119 585.695080112746
974.5063080888235 1199.4963976393283
694.2646463390254 1009.5050949171764
116.51442749850195 203.9088370607133
1100.4885274907444 610.9700006623162
1207.74861799563 1396.4453040945432
811.8282404524551 499.31790744840777
705.1432075415692 1008.0509200284555
712.0703475432666 1007.0580842732732
1393.3784822821442 811.4572805855668
402.6232090484773 1497.7907131871252
1204.335326862187 1417.1094325043719
1388.7795970299235 811.256571833257
983.4778689457678 1191.0227454386618
1404.728613523347 796.2031827942992
1108.1113984345486 594.0958650486871
1001.9732136126923 1205.1954337931847
788.5011289825737 495.9936724274049
1090.896055459025 601.5501223710061
384.3060777774016 1505.4389503493874
1400.6981681887912 784.5688819722274
807.3230492728637 506.87925064246514
414.67010491235345 1519.6904878415053
1006.2500637804495 1190.0156955177206
95.72162105313576 200.5751781537962
701.8543868789983 1001.7934126619285
83.24839069363502 202.99737365178134
997.8942700877327 1209.6495730400707
189.05111643089197 893.197164101576
386.7306211668805 1492.8882296031484
699.6643639933528 987.5390620845075
992.2718429718142 1199.8084300692694
1409.6774024694705 798.3129334830161
696.1805749638933 994.513712807212
1210.8837283660168 1398.2731542769393
206.90166298199324 905.5754060443314
1006.5507681367964 1197.4003089713758
1001.3037526483851 1202.4142103718768
701.8203310364996 987.7613924118222
499.2542851950937 1098.7527181954204
505.04710280227613 1101.9500235057333
710.6224117529955 1001.0466415933672
98.59964811900407 190.52403825279504
1398.9609318210432 813.0855914746242
503.4577282000961 1128.4248343354034
98.57386899543134 200.39488262631951
802.8428275467481 505.840423205973
1201.2561713723044 1399.7194527541242
1210.7916929464186 1394.5106415923876
393.50311946974085 1510.9710233550816
1193.7598993269803 1412.0642914496625
500.65393636511635 1090.71914008334
802.6405206828533 493.78483459610084
96.996018716886 194.8159861785487
1100.939277637967 608.5144988418186
480.8078010658331 1096.305372868715
1412.6594501382453 795.6298416147632
189.9797255284833 908.722769471296
995.7012334150447 1221.0013669122716
1095.4957358562308 589.1991694284239
706.2946854324846 1005.4938285025829
204.75971402003094 895.9712509999304
1114.0968610129141 602.7345639633261
1010.4647841257653 1203.4465683188905
1387.7678996225145 809.0720546057146
402.15639557550594 1490.2851577447818
507.4563711972352 1085.8814958644634
384.32328217225097 1526.5746317359692
516.5877440901561 1103.1928390466353
390.68001116529445 1491.6463013296886
521.9277653403806 1099.7755417189046
400.6005411296152 1490.9769860790727
207.36535445782062 904.6278083993325
199.64352128427035 899.7960186781736
806.3708812137655 497.61918808821633
1201.7508554303226 1416.4599900771161
809.688673701236 497.3056947615694
787.1730270213892 501.3428738028324
1102.0046398446625 604.4353705608752
92.7009975172969 199.0721949643186
111.07912668825679 191.43167927387228
1219.051337662421 1395.4807517774962
1405.1634357654118 821.4068527485258
207.8977696022014 897.8274853628476
196.17371026520723 910.5751513180928
793.6229779183506 504.41694077025244
211.65395877457567 908.8240479321952
